provincia,departamento,rubro,productos,razón social,establecimiento
BUENOS AIRES,chivilcoy,PROCESAMIENTO CEREALES,GIRASOL,PETROAGRO S.A.,PETROAGRO S.A.
BUENOS AIRES,chivilcoy,PROCESAMIENTO CEREALES,SOJA,PETROAGRO S.A.,PETROAGRO S.A.
BUENOS AIRES,chivilcoy,PROCESAMIENTO CEREALES,CANOLA,PETROAGRO S.A.,PETROAGRO S.A.
BUENOS AIRES,carmen de areco,PROCESAMIENTO CEREALES,GIRASOL,PETROAGRO S.A.,PETROAGRO S.A.
BUENOS AIRES,carmen de areco,PROCESAMIENTO CEREALES,SOJA,PETROAGRO S.A.,PETROAGRO S.A.
BUENOS AIRES,carmen de areco,PROCESAMIENTO CEREALES,MAIZ,PETROAGRO S.A.,PETROAGRO S.A.
BUENOS AIRES,carmen de areco,PROCESAMIENTO CEREALES,CANOLA,PETROAGRO S.A.,PETROAGRO S.A.
BUENOS AIRES,san martin,PROCESAMIENTO CEREALES,TOFU,PLANES CARLOS RODOLFO,PLANES CARLOS RODOLFO
BUENOS AIRES,lanus,FRACCIONAMIENTO DE MIEL,MIEL.,PRODUCTOS AFER IMPORTADORA Y EXPORTADORA SA,PRODUCTOS AFER IMPORTADORA Y EXPORTADORA SA
BUENOS AIRES,boulogne,PROCESAMIENTO CULTIVOS INDUSTRIALES,MENTA,PRONAT S.A.,PRONAT S.A.
BUENOS AIRES,boulogne,PROCESAMIENTO CULTIVOS INDUSTRIALES,TE,PRONAT S.A.,PRONAT S.A.
BUENOS AIRES,burzaco,PROCESAMIENTO CULTIVOS INDUSTRIALES,ALCOHOL,PROSAL S.A.,PROSAL S.A.
BUENOS AIRES,tres arroyos,ELABORACION GRANOS,AVENA ARROLLADA,PROVIDENCE SA,PROVIDENCE SA
BUENOS AIRES,tres arroyos,LIMPIEZA DE GRANOS,CEBADA,PROVIDENCE SA,PROVIDENCE SA
CIUDAD AUTONOMA BUENOS AIRES,ciudad autonoma buenos aires,FRACCIONAMIENTO DE MIEL,MIEL.,PUREST FIELDS SA,PUREST FIELDS SA
BUENOS AIRES,alberti,PROCESAMIENTO CEREALES,GIRASOL,RIVARA S.A.,RIVARA S.A.
BUENOS AIRES,alberti,PROCESAMIENTO CEREALES,SOJA,RIVARA S.A.,RIVARA S.A.
BUENOS AIRES,alberti,PROCESAMIENTO CEREALES,MAIZ,RIVARA S.A.,RIVARA S.A.
BUENOS AIRES,alberti,PROCESAMIENTO CEREALES,MAIZ PISINGALLO,RIVARA S.A.,RIVARA S.A.
BUENOS AIRES,alberti,PROCESAMIENTO CEREALES,CANOLA,RIVARA S.A.,RIVARA S.A.
BUENOS AIRES,alberti,PROCESAMIENTO CEREALES,MAIZ,RIVARA S.A.,RIVARA S.A.
BUENOS AIRES,alberti,PROCESAMIENTO CEREALES,MAIZ PISINGALLO,RIVARA S.A.,RIVARA S.A.
BUENOS AIRES,alberti,PROCESAMIENTO CEREALES,SOJA,RIVARA S.A.,RIVARA S.A.
BUENOS AIRES,alberti,PROCESAMIENTO CEREALES,GIRASOL,RIVARA S.A.,RIVARA S.A.
BUENOS AIRES,alberti,PROCESAMIENTO CEREALES,CANOLA,RIVARA S.A.,RIVARA S.A.
BUENOS AIRES,alberti,PROCESAMIENTO CEREALES,TRIGO,RIVARA S.A.,RIVARA S.A.
BUENOS AIRES,alberti,PROCESAMIENTO CEREALES,CEBADA,RIVARA S.A.,RIVARA S.A.
BUENOS AIRES,alberti,PROCESAMIENTO CEREALES,MAIZ,RIVARA S.A.,RIVARA S.A.
BUENOS AIRES,alberti,PROCESAMIENTO CEREALES,SOJA,RIVARA S.A.,RIVARA S.A.
BUENOS AIRES,alberti,PROCESAMIENTO CEREALES,GIRASOL,RIVARA S.A.,RIVARA S.A.
BUENOS AIRES,alberti,PROCESAMIENTO CEREALES,TRIGO,RIVARA S.A.,RIVARA S.A.
BUENOS AIRES,alberti,PROCESAMIENTO CEREALES,CEBADA,RIVARA S.A.,RIVARA S.A.
BUENOS AIRES,alberti,PROCESAMIENTO CEREALES,CANOLA,RIVARA S.A.,RIVARA S.A.
BUENOS AIRES,alberti,ELABORACION,ACEITE DE SOJA,RIVARA SA,RIVARA SA
BUENOS AIRES,alberti,ELABORACION,ACEITE DE GIRASOL,RIVARA SA,RIVARA SA
BUENOS AIRES,alberti,ELABORACION,HARINA DE SOJA,RIVARA SA,RIVARA SA
BUENOS AIRES,alberti,ELABORACION,EXPELLER DE GIRASOL,RIVARA SA,RIVARA SA
BUENOS AIRES,alberti,ACOPIO,HARINA DE MAIZ,RIVARA SA,RIVARA SA
BUENOS AIRES,alberti,ACOPIO,HOMINY GRITS,RIVARA SA,RIVARA SA
BUENOS AIRES,alberti,ACOPIO,MAIZ PISINGALLO,RIVARA SA,RIVARA SA
BUENOS AIRES,alberti,ACOPIO,SEMOLA DE MAIZ,RIVARA SA,RIVARA SA
BUENOS AIRES,alberti,ACOPIO,SEMITA DE MAIZ,RIVARA SA,RIVARA SA
BUENOS AIRES,alberti,ACOPIO,HARINA ZOOTECNICA,RIVARA SA,RIVARA SA
BUENOS AIRES,monte grande,ELABORACION,ARROZ,SASAKI NOOSAN SRL,SASAKI NOOSAN SRL
BUENOS AIRES,monte grande,FRACCIONAMIENTO,ARROZ,SASAKI NOOSAN SRL,SASAKI NOOSAN SRL
BUENOS AIRES,monte grande,ELABORACION,TRIGO,SASAKI NOOSAN SRL,SASAKI NOOSAN SRL
BUENOS AIRES,monte grande,FRACCIONAMIENTO,TRIGO,SASAKI NOOSAN SRL,SASAKI NOOSAN SRL
BUENOS AIRES,monte grande,ELABORACION,HORTALIZAS,SASAKI NOOSAN SRL,SASAKI NOOSAN SRL
BUENOS AIRES,monte grande,FRACCIONAMIENTO,HORTALIZAS,SASAKI NOOSAN SRL,SASAKI NOOSAN SRL
BUENOS AIRES,monte grande,ELABORACION,SOJA,SASAKI NOOSAN SRL,SASAKI NOOSAN SRL
BUENOS AIRES,monte grande,FRACCIONAMIENTO,SOJA,SASAKI NOOSAN SRL,SASAKI NOOSAN SRL
BUENOS AIRES,monte grande,ELABORACION,SALSA DE SOJA,SASAKI NOOSAN SRL,SASAKI NOOSAN SRL
BUENOS AIRES,monte grande,FRACCIONAMIENTO,SALSA DE SOJA,SASAKI NOOSAN SRL,SASAKI NOOSAN SRL
BUENOS AIRES,monte grande,ELABORACION,PASTA DE SOJA,SASAKI NOOSAN SRL,SASAKI NOOSAN SRL
BUENOS AIRES,monte grande,FRACCIONAMIENTO,PASTA DE SOJA,SASAKI NOOSAN SRL,SASAKI NOOSAN SRL
BUENOS AIRES,monte grande,ELABORACION,QUESO DE SOJA,SASAKI NOOSAN SRL,SASAKI NOOSAN SRL
BUENOS AIRES,monte grande,FRACCIONAMIENTO,QUESO DE SOJA,SASAKI NOOSAN SRL,SASAKI NOOSAN SRL
BUENOS AIRES,san antonio de areco,PROCESAMIENTO CEREALES,GIRASOL ALTO OLEICO,SPECIAL GRAINS S.A.,SPECIAL GRAINS S.A.
BUENOS AIRES,san antonio de areco,PROCESAMIENTO CEREALES,SOJA,SPECIAL GRAINS S.A.,SPECIAL GRAINS S.A.
BUENOS AIRES,san antonio de areco,PROCESAMIENTO CEREALES,MAIZ,SPECIAL GRAINS S.A.,SPECIAL GRAINS S.A.
BUENOS AIRES,san antonio de areco,PROCESAMIENTO CEREALES,GIRASOL,SPECIAL GRAINS S.A.,SPECIAL GRAINS S.A.
BUENOS AIRES,san antonio de areco,PROCESAMIENTO CEREALES,CANOLA,SPECIAL GRAINS S.A.,SPECIAL GRAINS S.A.
BUENOS AIRES,san antonio de areco,PROCESAMIENTO CEREALES,GARBANZO,SPECIAL GRAINS S.A.,SPECIAL GRAINS S.A.
BUENOS AIRES,lujan,PROCESAMIENTO APICOLA,SEMILLAS,SUCESION DE HARALDO WITOMIR TOMYS,SUCESION DE HARALDO WITOMIR TOMYS
BUENOS AIRES,lujan,PROCESAMIENTO APICOLA,HARINAS,SUCESION DE HARALDO WITOMIR TOMYS,SUCESION DE HARALDO WITOMIR TOMYS
BUENOS AIRES,lujan,PROCESAMIENTO APICOLA,ACEITES,SUCESION DE HARALDO WITOMIR TOMYS,SUCESION DE HARALDO WITOMIR TOMYS
BUENOS AIRES,san pedro,PROCESAMIENTO FRUTALES,ARANDANO,TENAX S.A.,TENAX S.A.
BUENOS AIRES,san pedro,PROCESAMIENTO FRUTALES,FRAMBUESA,TENAX S.A.,TENAX S.A.
BUENOS AIRES,san pedro,PROCESAMIENTO FRUTALES,ZAPALLO,TENAX S.A.,TENAX S.A.
BUENOS AIRES,la plata,EMPAQUE DE HORTALIZAS,HORTALIZAS.,TESTONI VICTOR,TESTONI VICTOR
BUENOS AIRES,cardales,PROCESAMIENTO CEREALES,LINO,UNIVERSAL GRAIN ARGENTINA S.A.,UNIVERSAL GRAIN ARGENTINA S.A.
BUENOS AIRES,cardales,PROCESAMIENTO CEREALES,CHIA (SALVIA HISPANICA L.),UNIVERSAL GRAIN ARGENTINA S.A.,UNIVERSAL GRAIN ARGENTINA S.A.
BUENOS AIRES,alberti,PROCESAMIENTO APICOLA,MIEL,VILLAMORA S.A.,VILLAMORA S.A.
BUENOS AIRES,lugano cap.fed,ACOPIO,VINO,VIÑAS DE ALTO SALVADOR S.A.V.A.I.C,VIÑAS DE ALTO SALVADOR S.A.V.A.I.C
BUENOS AIRES,san nicolas,ELABORACION,ACEITE DE GIRASOL ALTO OLEICO,VIRTUD S.A.,VIRTUD S.A.
CATAMARCA,santa maria,BODEGA VITIVINICOLA,VINO,GRUPO PEÑAFLOR SA,GRUPO PEÑAFLOR SA
CATAMARCA,tinogasta,EXTRACCION DE ACEITE,ACEITE DE OLIVA,LA LUNA DE CATAMARCA SA,LA LUNA DE CATAMARCA SA
CATAMARCA,poman,EXTRACCION DE ACEITE,ACEITE DE OLIVA,OLIVARES DE POMAN SA,OLIVARES DE POMAN SA
CATAMARCA,valle viejo,PROCESAMIENTO CULTIVOS INDUSTRIALES,ACEITE ESENCIAL DE GERANIO,OLIVAS AL MUNDO S.A.,OLIVAS AL MUNDO S.A.
CATAMARCA,valle viejo,PROCESAMIENTO CULTIVOS INDUSTRIALES,ACEITE ESENCIAL DE OREGANO,OLIVAS AL MUNDO S.A.,OLIVAS AL MUNDO S.A.
CATAMARCA,valle viejo,PROCESAMIENTO CULTIVOS INDUSTRIALES,ACEITE ESENCIAL DE LEMONGRASS,OLIVAS AL MUNDO S.A.,OLIVAS AL MUNDO S.A.
CATAMARCA,poman,EXTRACCION DE ACEITE,ACEITE DE OLIVA,PROMET SA,PROMET SA
CORDOBA,la palestina,PROCESAMIENTO DE CEREALES,MANI.,CAMPOMANI S.A.,CAMPOMANI S.A.
CORDOBA,ticino,ACOPIO,MANI.,JL SA,JL SA
CORDOBA,alta gracia,EMPAQUE DE HORTALIZAS,ESPARRAGOS,LA MECO S.R.L,LA MECO S.R.L
CORDOBA,ticino,ACOPIO,MANI.,"LORENZATI, RUETSCH Y CIA - LR&C SA","LORENZATI, RUETSCH Y CIA - LR&C SA"
CORDOBA,ticino,PROCESAMIENTO CEREALES,MANI,NUTRIN S.A.,NUTRIN S.A.
CORDOBA,ticino,PROCESAMIENTO CEREALES,MANI CONFITERIA,NUTRIN S.A.,NUTRIN S.A.
CORDOBA,ticino,PROCESAMIENTO CEREALES,MANI FRITO SALADO,NUTRIN S.A.,NUTRIN S.A.
CORDOBA,ticino,PROCESAMIENTO CEREALES,MANI TOSTADO,NUTRIN S.A.,NUTRIN S.A.
CORDOBA,ticino,PROCESAMIENTO CEREALES,PASTA DE MANI,NUTRIN S.A.,NUTRIN S.A.
CORDOBA,ticino,PROCESAMIENTO CEREALES,HARINA DE MANI,NUTRIN S.A.,NUTRIN S.A.
CORDOBA,ticino,PROCESAMIENTO CEREALES,ACEITE DE MANI,NUTRIN S.A.,NUTRIN S.A.
CORDOBA,ticino,PROCESAMIENTO DE MANI,MANI.,NUTRIN SA,NUTRIN SA
CORDOBA,ischilin,PROCESAMIENTO FRUTALES,ACEITUNAS,OLIVARES Y VIÑEDOS SAN NICOLAS S.A.,OLIVARES Y VIÑEDOS SAN NICOLAS S.A.
CORDOBA,ischilin,PROCESAMIENTO FRUTALES,ACEITE DE OLIVA,OLIVARES Y VIÑEDOS SAN NICOLAS S.A.,OLIVARES Y VIÑEDOS SAN NICOLAS S.A.
CORDOBA,ticino,PROCESAMIENTO CEREALES,SOJA,PRONUT S.R.L.,PRONUT S.R.L.
CORDOBA,ticino,PROCESAMIENTO CEREALES,MANI,PRONUT S.R.L.,PRONUT S.R.L.
CORDOBA,ticino,PROCESAMIENTO CEREALES,ACEITE DE SOJA,PRONUT S.R.L.,PRONUT S.R.L.
CORDOBA,ticino,PROCESAMIENTO CEREALES,ACEITE DE MANI,PRONUT S.R.L.,PRONUT S.R.L.
CORDOBA,ticino,PROCESAMIENTO CEREALES,EXPELLER DE SOJA,PRONUT S.R.L.,PRONUT S.R.L.
CORDOBA,ticino,PROCESAMIENTO CEREALES,HARINA DE MANI,PRONUT S.R.L.,PRONUT S.R.L.
CORDOBA,general san martin,PROCESAMIENTO DE MANI,MANI,PRONUT SRL,PRONUT SRL
CORDOBA,cabrera,PROCESAMIENTO DE MANI,MANI,PRONUT SRL - PLANTA PERLO.,PRONUT SRL - PLANTA PERLO.
CORDOBA,sebastian elcano,PROCESAMIENTO APICOLA,MIEL,SARDI JOSE LUIS,SARDI JOSE LUIS
CORDOBA,sebastian elcano,PROCESAMIENTO APICOLA,CERA,SARDI JOSE LUIS,SARDI JOSE LUIS
CORRIENTES,gobernador virasoro,PROCESAMIENTO CULTIVOS INDUSTRIALES,YERBA MATE,ESTABLECIMIENTO LAS MARIAS S.A.C.I.F.A.,ESTABLECIMIENTO LAS MARIAS S.A.C.I.F.A.
CORRIENTES,gobernador virasoro,PROCESAMIENTO CULTIVOS INDUSTRIALES,YERBA MATE SABORIZADA,ESTABLECIMIENTO LAS MARIAS S.A.C.I.F.A.,ESTABLECIMIENTO LAS MARIAS S.A.C.I.F.A.
CORRIENTES,la cruz,PROCESAMIENTO CEREALES,ARROZ,ORGANIC LATIN AMERICA S.A.,ORGANIC LATIN AMERICA S.A.
CORRIENTES,alvear,PROCESAMIENTO CEREALES,ARROZ,RIGO MARQUES GILMAR,RIGO MARQUES GILMAR
CORRIENTES,bella vista,PROCESAMIENTO FRUTALES,JUGO CONCENTRADO CONGELADO DE NARANJA,UTE BV S.A.,UTE BV S.A.
CORRIENTES,bella vista,PROCESAMIENTO FRUTALES,JUGO CONCENTRADO CONGELADO DE MANDARINA,UTE BV S.A.,UTE BV S.A.
CORRIENTES,bella vista,PROCESAMIENTO FRUTALES,JUGO CONCENTRADO CONGELADO DE POMELO,UTE BV S.A.,UTE BV S.A.
CORRIENTES,bella vista,PROCESAMIENTO FRUTALES,JUGO CONCENTRADO CONGELADO DE LIMON,UTE BV S.A.,UTE BV S.A.
CORRIENTES,bella vista,PROCESAMIENTO FRUTALES,JUGO PASTEURIZADO CONGELADO DE NARANJA,UTE BV S.A.,UTE BV S.A.
CORRIENTES,bella vista,PROCESAMIENTO FRUTALES,JUGO PASTEURIZADO CONGELADO DE MANDARINA,UTE BV S.A.,UTE BV S.A.
CORRIENTES,bella vista,PROCESAMIENTO FRUTALES,JUGO PASTEURIZADO CONGELADO DE POMELO,UTE BV S.A.,UTE BV S.A.
CORRIENTES,bella vista,PROCESAMIENTO FRUTALES,JUGO PASTEURIZADO CONGELADO DE LIMON,UTE BV S.A.,UTE BV S.A.
CORRIENTES,bella vista,PROCESAMIENTO FRUTALES,ACEITE ESENCIAL DE NARANJA,UTE BV S.A.,UTE BV S.A.
CORRIENTES,bella vista,PROCESAMIENTO FRUTALES,ACEITE ESENCIAL DE MANDARINA,UTE BV S.A.,UTE BV S.A.
CORRIENTES,bella vista,PROCESAMIENTO FRUTALES,ACEITE ESENCIAL DE POMELO,UTE BV S.A.,UTE BV S.A.
CORRIENTES,bella vista,PROCESAMIENTO FRUTALES,ACEITE ESENCIAL DE LIMON,UTE BV S.A.,UTE BV S.A.
CORRIENTES,bella vista,PROCESAMIENTO FRUTALES,SEMILLAS DE LIMON,UTE BV S.A.,UTE BV S.A.
CORRIENTES,bella vista,PROCESAMIENTO FRUTALES,SEMILLAS DE POMELO,UTE BV S.A.,UTE BV S.A.
CHACO,margarita belen,PROCESAMIENTO APICOLA,MIEL,CODUTTI DANIEL HUGO,CODUTTI DANIEL HUGO
CHACO,el sauzalito,PROCESAMIENTO APICOLA,MIEL,RIMONDINO ENRIQUE,RIMONDINO ENRIQUE
CHACO,el sauzalito,PROCESAMIENTO APICOLA,CERA,RIMONDINO ENRIQUE,RIMONDINO ENRIQUE
CHUBUT,cushamen,OTROS,ROSA MOSQUETA,CUADRADA PRODUCTIONS S.R.L.,CUADRADA PRODUCTIONS S.R.L.
CHUBUT,cushamen,OTROS,CASCARILLA DE ROSA MOSQUETA,CUADRADA PRODUCTIONS S.R.L.,CUADRADA PRODUCTIONS S.R.L.
CHUBUT,cushamen,OTROS,ACEITE DE ROSA MOSQUETA,CUADRADA PRODUCTIONS S.R.L.,CUADRADA PRODUCTIONS S.R.L.
CHUBUT,el hoyo,ELABORACION DE DULCES,CONFITURAS,CUYEN SRL,CUYEN SRL
CHUBUT,el hoyo,ELABORACION DE DULCES,FRUTILLAS,CUYEN SRL,CUYEN SRL
CHUBUT,el hoyo,ELABORACION DE DULCES,CASSIS,CUYEN SRL,CUYEN SRL
CHUBUT,el hoyo,ELABORACION DE DULCES,SAUCO,CUYEN SRL,CUYEN SRL
CHUBUT,el hoyo,ELABORACION DE DULCES,CEREZAS,CUYEN SRL,CUYEN SRL
CHUBUT,el hoyo,ELABORACION DE DULCES,ROSA MOSQUETA,CUYEN SRL,CUYEN SRL
CHUBUT,el hoyo,ELABORACION DE DULCES,MORA,CUYEN SRL,CUYEN SRL
CHUBUT,el hoyo,ELABORACION DE DULCES,ARANDANOS,CUYEN SRL,CUYEN SRL
CHUBUT,trelew,PROCESAMIENTO TEXTIL,LANA SUCIA,FOWLER S.A.,FOWLER S.A.
CHUBUT,rawson,PROCESAMIENTO TEXTIL,BLOUSSE (PUNCHAS),FUHRMANN S.A,FUHRMANN S.A
CHUBUT,rawson,PROCESAMIENTO TEXTIL,LANA PEINADA,FUHRMANN S.A,FUHRMANN S.A
CHUBUT,rawson,PROCESAMIENTO TEXTIL,LANA LAVADA,FUHRMANN S.A,FUHRMANN S.A
CHUBUT,esquel,OTROS,ACEITE DE PARAMELA,HIERBAS PATAGONICAS SRL,HIERBAS PATAGONICAS SRL
CHUBUT,trelew,PROCESAMIENTO TEXTIL,LANA SUCIA,LEMPRIERE S.A.,LEMPRIERE S.A.
CHUBUT,trelew,PROCESAMIENTO TEXTIL,LANA LAVADA,LEMPRIERE S.A.,LEMPRIERE S.A.
CHUBUT,trelew,PROCESAMIENTO TEXTIL,TOPS DE LANA,LEMPRIERE S.A.,LEMPRIERE S.A.
CHUBUT,trelew,PROCESAMIENTO TEXTIL,TOPS DE LANA,PEINADURIA RIO CHUBUT S.A.,PEINADURIA RIO CHUBUT S.A.
CHUBUT,trelew,PROCESAMIENTO TEXTIL,LANA LAVADA,PEINADURIA RIO CHUBUT S.A.,PEINADURIA RIO CHUBUT S.A.
CHUBUT,lago puelo,SECADO,ELAB ACEITE ROSA MOSQUETA,ROSA PATAGONICA S.A.,ROSA PATAGONICA S.A.
CHUBUT,lago puelo,ACONDICIONAMIENTO,ELAB ACEITE ROSA MOSQUETA,ROSA PATAGONICA S.A.,ROSA PATAGONICA S.A.
CHUBUT,lago puelo,ELABORACION,ELAB ACEITE ROSA MOSQUETA,ROSA PATAGONICA S.A.,ROSA PATAGONICA S.A.
CHUBUT,cholila,SECADO,ELAB ACEITE ROSA MOSQUETA,ROSA PATAGONICA S.A.,ROSA PATAGONICA S.A.
CHUBUT,cholila,ACONDICIONAMIENTO,ELAB ACEITE ROSA MOSQUETA,ROSA PATAGONICA S.A.,ROSA PATAGONICA S.A.
CHUBUT,cholila,ELABORACION,ELAB ACEITE ROSA MOSQUETA,ROSA PATAGONICA S.A.,ROSA PATAGONICA S.A.
CHUBUT,gaiman,PROCESAMIENTO PRODUCTOS ORGANICOS,ALGAS MARINAS,SORIANO SACIFIA Y DE M,SORIANO SACIFIA Y DE M
CHUBUT,gaiman,PROCESAMIENTO PRODUCTOS ORGANICOS,EXTRACTO DE ALGAS LIOFILIZADO,SORIANO SACIFIA Y DE M,SORIANO SACIFIA Y DE M
CHUBUT,gaiman,PROCESAMIENTO PRODUCTOS ORGANICOS,EXTRACTO DE ALGAS LIOFILIZADO,SORIANO SACIFIA Y DE M,SORIANO SACIFIA Y DE M
CHUBUT,trelew,PROCESAMIENTO TEXTIL,LANA SUCIA,UNILAN TRELEW S.A.,UNILAN TRELEW S.A.
ENTRE RIOS,victoria,EXTRACCION DE MIEL,MIEL + EXTRACCION DE MIEL,BOTTEGAL JUAN ANGEL Y BOTTEGAL JULIO CESAR S.H.,BOTTEGAL JUAN ANGEL Y BOTTEGAL JULIO CESAR S.H.
ENTRE RIOS,victoria,EXTRACCION DE MIEL,MIEL,BOTTEGAL JUAN ANGEL Y BOTTEGAL JULIO CESAR S.H.,BOTTEGAL JUAN ANGEL Y BOTTEGAL JULIO CESAR S.H.
ENTRE RIOS,san salvador,ACOPIO,ARROZ.,CAUPOLICAN SRL,CAUPOLICAN SRL
ENTRE RIOS,concordia,FRACCIONAMIENTO,ARROZ BLANCO PULIDO,DOS HERMANOS S.A.,DOS HERMANOS S.A.
ENTRE RIOS,concordia,ELABORACION DE  JUGOS CONCENTRADOS,JUGO CONCENTRADO CONGELADO DE LIMON,ECA  SA,ECA  SA
ENTRE RIOS,concordia,ELABORACION DE  JUGOS CONCENTRADOS,JUGO CONCENTRADO CONGELADO DE MANDARINA,ECA  SA,ECA  SA
ENTRE RIOS,concordia,ELABORACION DE  JUGOS CONCENTRADOS,JUGO CONCENTRADO CONGELADO DE NARANJA,ECA  SA,ECA  SA
ENTRE RIOS,concordia,ELABORACION DE  JUGOS CONCENTRADOS,JUGO CONCENTRADO CONGELADO DE POMELO,ECA  SA,ECA  SA
ENTRE RIOS,concordia,ELABORACION DE  JUGOS CONCENTRADOS,JUGO PASTEURIZADO CONGELADO DE LIMON,ECA  SA,ECA  SA
ENTRE RIOS,concordia,ELABORACION DE  JUGOS CONCENTRADOS,JUGO PASTEURIZADO CONGELADO DE MANDARINA,ECA  SA,ECA  SA
ENTRE RIOS,concordia,ELABORACION DE  JUGOS CONCENTRADOS,JUGO PASTEURIZADO CONGELADO DE NARANJA,ECA  SA,ECA  SA
ENTRE RIOS,concordia,ELABORACION DE  JUGOS CONCENTRADOS,JUGO PASTEURIZADO CONGELADO DE POMELO,ECA  SA,ECA  SA
ENTRE RIOS,concordia,ELABORACION DE  JUGOS CONCENTRADOS,ACEITE ESENCIAL DE LIMON,ECA  SA,ECA  SA
ENTRE RIOS,concordia,ELABORACION DE  JUGOS CONCENTRADOS,ACEITE ESENCIAL DE MANDARINA,ECA  SA,ECA  SA
ENTRE RIOS,concordia,ELABORACION DE  JUGOS CONCENTRADOS,ACEITE ESENCIAL DE NARANJA,ECA  SA,ECA  SA
ENTRE RIOS,concordia,ELABORACION DE  JUGOS CONCENTRADOS,ACEITE ESENCIAL DE POMELO,ECA  SA,ECA  SA
ENTRE RIOS,concordia,ELABORACION DE  JUGOS CONCENTRADOS,FASE OLEOSA DE LIMON,ECA  SA,ECA  SA
ENTRE RIOS,concordia,ELABORACION DE  JUGOS CONCENTRADOS,FASE OLEOSA DE MANDARINA,ECA  SA,ECA  SA
ENTRE RIOS,concordia,ELABORACION DE  JUGOS CONCENTRADOS,FASE OLEOSA DE NARANJA,ECA  SA,ECA  SA
ENTRE RIOS,concordia,ELABORACION DE  JUGOS CONCENTRADOS,FASE OLEOSA DE POMELO,ECA  SA,ECA  SA
ENTRE RIOS,los charruas,ACOPIO,ARROZ INTEGRAL,LA LOMA ALIMENTOS S.A.,LA LOMA ALIMENTOS S.A.
ENTRE RIOS,los charruas,ACOPIO,BLANCO PULIDO,LA LOMA ALIMENTOS S.A.,LA LOMA ALIMENTOS S.A.
ENTRE RIOS,los charruas,ACOPIO,PARTIDO,LA LOMA ALIMENTOS S.A.,LA LOMA ALIMENTOS S.A.
ENTRE RIOS,los charruas,ACOPIO,SORGO,LA LOMA ALIMENTOS S.A.,LA LOMA ALIMENTOS S.A.
ENTRE RIOS,los charruas,ACOPIO,MIJO,LA LOMA ALIMENTOS S.A.,LA LOMA ALIMENTOS S.A.
ENTRE RIOS,basavilbaso,ACOPIO,CHIA,MAGNO S.A.,MAGNO S.A.
ENTRE RIOS,basavilbaso,ACOPIO,TRIGO,MAGNO S.A.,MAGNO S.A.
ENTRE RIOS,basavilbaso,ACOPIO,LINO,MAGNO S.A.,MAGNO S.A.
ENTRE RIOS,basavilbaso,ACOPIO,ARROZ,MAGNO S.A.,MAGNO S.A.
ENTRE RIOS,los charruas,ACOPIO,SORGO,NEOFARMS S.R.L.,NEOFARMS S.R.L.
ENTRE RIOS,los charruas,ACOPIO,GIRASOL,NEOFARMS S.R.L.,NEOFARMS S.R.L.
ENTRE RIOS,los charruas,ACOPIO,MIJO,NEOFARMS S.R.L.,NEOFARMS S.R.L.
ENTRE RIOS,los charruas,ACOPIO,LINO,NEOFARMS S.R.L.,NEOFARMS S.R.L.
ENTRE RIOS,los charruas,ACOPIO,ARROZ,NEOFARMS S.R.L.,NEOFARMS S.R.L.
ENTRE RIOS,los charruas,ACOPIO,TRIGO,NEOFARMS S.R.L.,NEOFARMS S.R.L.
ENTRE RIOS,los charruas,ACOPIO,HARINA,NEOFARMS S.R.L.,NEOFARMS S.R.L.
ENTRE RIOS,san salvador,PROCESAMIENTO CEREALES,ARROZ,ORGANIC LATIN AMERICA S.A.,ORGANIC LATIN AMERICA S.A.
ENTRE RIOS,federacion,PROCESAMIENTO FRUTALES,MANDARINA,STIVANELLO JUAN CARLOS,STIVANELLO JUAN CARLOS
ENTRE RIOS,federacion,PROCESAMIENTO FRUTALES,LIMON,STIVANELLO JUAN CARLOS,STIVANELLO JUAN CARLOS
ENTRE RIOS,federacion,PROCESAMIENTO FRUTALES,NARANJA,STIVANELLO JUAN CARLOS,STIVANELLO JUAN CARLOS
ENTRE RIOS,federacion,PROCESAMIENTO FRUTALES,DURAZNO,STIVANELLO JUAN CARLOS,STIVANELLO JUAN CARLOS
ENTRE RIOS,federacion,PROCESAMIENTO FRUTALES,CIRUELA,STIVANELLO JUAN CARLOS,STIVANELLO JUAN CARLOS
ENTRE RIOS,federacion,PROCESAMIENTO FRUTALES,AJO,STIVANELLO JUAN CARLOS,STIVANELLO JUAN CARLOS
ENTRE RIOS,federacion,PROCESAMIENTO FRUTALES,POMELO,STIVANELLO JUAN CARLOS,STIVANELLO JUAN CARLOS
ENTRE RIOS,federacion,PROCESAMIENTO FRUTALES,SANDIA,STIVANELLO JUAN CARLOS,STIVANELLO JUAN CARLOS
ENTRE RIOS,federacion,PROCESAMIENTO FRUTALES,ZAPALLO,STIVANELLO JUAN CARLOS,STIVANELLO JUAN CARLOS
ENTRE RIOS,concordia,ELABORACION DE JUGOS CONCENTRADOS,ACEITE ESENCIAL DE LIMON,LITORAL CITRUS SA,LITORAL CITRUS SA
ENTRE RIOS,concordia,ACEITE ESCENCIAL,ACEITE ESENCIAL DE LIMON,LITORAL CITRUS SA,LITORAL CITRUS SA
ENTRE RIOS,concordia,ELABORACION DE JUGOS CONCENTRADOS,JUGO CONCENTRADO DE LIMON,LITORAL CITRUS SA,LITORAL CITRUS SA
